"sa100662.pdf" "sa15145.pdf" "sa16564.pdf" "sa17261.pdf" "sa17581.pdf" "sa17862.pdf" "sa18881.pdf" "sa18884.pdf" "sa19033.pdf" "sa19068.pdf" "sa19228.pdf" "sa19515.pdf" "sa20582.pdf" "sa20674.pdf" "sa20821.pdf" "sa20947.pdf" "sa23082.pdf" "sa23179.pdf" "sa24558.pdf" "sa24889.pdf" "sa25115.pdf" "sa25124.pdf" "sa25137.pdf" "sa25435.pdf" "sa25739.pdf" "sa25740.pdf" "sa25779.pdf" "sa26377.pdf" "sa26413.pdf" "sa27517.pdf" "sa28092.pdf" "sa28156.pdf" "sa28192.pdf" "sa28435.pdf" "sa28438.pdf" "sa28665.pdf" "sa28845.pdf" "sa28969.pdf" "sa29001.pdf" "sa29028.pdf" "sa29119.pdf" "sa29606.pdf" "sa29706.pdf" "sa29729.pdf" "sa297291.pdf" "sa29775.pdf" "sa29826.pdf" "sa29874.pdf" "sa30296.pdf" "sa30317.pdf" "sa303171.pdf" "sa30705.pdf" "sa30791.pdf" "sa31219.pdf" "sa31229.pdf" "sa31230.pdf" "sa31346.pdf" "sa31687.pdf" "sa31729.pdf" "sa31851.pdf" "sa32021.pdf" "sa32037.pdf" "sa32309.pdf" "sa32829.pdf" "sa32866.pdf" "sa33077.pdf" "sa33092.pdf" "sa33099.pdf" "sa33151.pdf" "sa33221.pdf" "sa33222.pdf" "sa33324.pdf" "sa33364.pdf" "sa33386.pdf" "sa33420.pdf" "sa33438.pdf" "sa33473.pdf" "sa33641.pdf" "sa33656.pdf" "sa33671.pdf" "sa33807.pdf" "sa33869.pdf" "sa34031.pdf" "sa34166.pdf" "sa34188.pdf" "sa34199.pdf" "sa34290.pdf" "sa34665.pdf" "sa34708.pdf" "sa34732.pdf" "sa34809.pdf" "sa34845.pdf" "sa34932.pdf" "sa35000.pdf" "sa35027.pdf" "sa35028.pdf" "sa35029.pdf" "sa35060.pdf" "sa35233.pdf" "sa35562.pdf" "sa35834.pdf" "sa35913.pdf" "sa35949.pdf" "sa36132.pdf" "sa36234.pdf" "sa36601.pdf" "sa36703.pdf" "sa36918.pdf" "sa37558.pdf" "sa37682.pdf" "sa37685.pdf" "sa37812.pdf" "sa37860.pdf" "sa37864.pdf" "sa38025.pdf" "sa38348.pdf" "sa38626.pdf" "sa38690.pdf" "sa39089.pdf" "sa39090.pdf" "sa39518.pdf" "sa40720.pdf" "sa41065.pdf" "sa41175.pdf" "sa41416.pdf" "sa43404.pdf" "sa43484.pdf" "sa46203.pdf" "sa46372.pdf" "sa46613.pdf" "sa46731.pdf" "sa46805.pdf" "sa48325.pdf" "sa48418.pdf" "sa49445.pdf" "sa49614.pdf" "sa49935.pdf" "sa50844.pdf" "sa52224.pdf" "sa52732.pdf" "sa54668.pdf" "sa54684.pdf" "sa55578.pdf" "sa56426.pdf" "sa56599.pdf" "sa57216.pdf" "sa57357.pdf" "sa57495.pdf" "sa57496.pdf" "sa57497.pdf" "sa58074.pdf" "sa58099.pdf" "sa58261.pdf" "sa59574.pdf" "sa62696.pdf" "sa63172.pdf" "tdm.tfidf.median.rw"
"team" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00182910098551997 0 0 0 0 0 0 0 0 0 0 0.00119635965622673 0 0 0 0 0 0 0 0 0 0 0 0 0.000760014259911345 0 0 0 0 0 0 0 0.00106151076023212 0 0.00123699345278627 0 0 0 0 0.00131611039891907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00191328554970708 0.00164849878526735 0 0 0.00349065073572514 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"teather" 0 0 0 0 0 0 0 0 0 0 0 0.00146558081248486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tech" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00202541068080685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"technic" 0 0.00187806214604076 0.00117877083892976 0.00119915145623836 0.000458574717003234 0.000258479463774184 0.000993105308185021 0.000242275690743023 0.00130794297469424 0.000257132676988987 0.000279175817705624 0.000258115481427288 0.000429990636117643 0.000228633652561484 0.000582165180660185 0 0 0 0 0.000407978396876009 0.00216373028360042 0.0011018394660155 0.000965698990096624 0.0010066098782754 0.000756094318311754 0.000902315090137164 0.000498094743080375 0.00296212095000011 0.00132733661190522 0 0 0 0.000565238792147598 0.000254077635282188 0 0.000759675582104824 0.00133711135699776 9.63861221585823e-05 0.000895180505703521 0.000612746923674808 0 0.000765568053803728 0.00119747275611297 0 0 0.0010679084961923 0.0025661841163501 0.000225261948415563 0 0.000318701455085705 0.000295779635356166 0 0 0 0.004356849093973 0.000336063923042181 0 0.000559487816064701 0 0.000602956794255191 0 0 0 0 0.000763745272723243 0 0.000287045203171152 0 0.000317754348235524 0 0.000355427162929376 0 0.000939994181813221 0.000428649908076296 0 0.000369696136623621 0.000510581797920831 0.000447538213524607 0.000165474859192036 0.000251685378221861 0.00327811316335675 0 0.00021880833188524 0.00244864896598291 0 0.00102581712358095 0 0.000801932536359405 0.000459121681121796 0 0 0 0.000889389134594534 0.000446448176122146 0.000327737435038326 0.000327737435038326 0.000327737435038326 0 0 0.000756540128640948 0.00186495938688234 0 0.000803438984455258 0.000400465686072112 0.000868421020761453 0.000780944648919688 0 0.000624072012731054 0.00106011461705457 0 0.0017461786311582 0 0 0 0 0.000542763137975908 0.000356513492129771 0.000490666179034435 0 0 0.000596509557496535 0.000899423633809867 0.00172796432908001 0.000505552426388908 0.00054414421466287 0 0 0.000279906644453544 0.000698344734130106 0 0 0.00369660633297334 0.000134948680918705 0.000808756418641694 0 0.000581461657783254 0.000886521458895703 0.000384044315526803 0.000206417641276552 0.000250506063681188 0.000544914520742517 0.000713423440742312 0.000409933564912156 0.0006627541622805 0 0.000150456385808519 0 0 0.000820391341544148 0.000406298941790705 0 0 0 0.000982459462614891 0 0.000456778945594535 0.000327737435038326
"technik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00232760454276749 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"techniqu" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0031786222595385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"technium" 0 0 0 0 0 0 0 0 0 0.00584000177864709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"technolog" 0 0.000932025678428989 0.000162496795667505 0.000771429491955485 0.000885020968254864 0.000926434692624105 0.00109521834107789 0.00013359347589432 0.000901517645688477 0.000708928906148614 0.000769703055196167 0.0003202373483719 0.00118550778876729 0.00258445767834898 0.00248784511098296 0.00111435016204174 0.00066308439394219 0.00063261002175994 0 0.00134978260413924 0.000894828475973419 0.000759457973740142 0.000532497025842687 0.000647565028550499 0.000729607739887186 0.000870706283114314 0.00137327455034223 6.80560839107654e-05 0.00109786197155635 0.000478048005632646 0.000517186438842337 0.000923161597516071 0.00109087606571679 0.000910657784987338 0.00014172897602891 0.000837786913364496 0.0010322170359221 0.00047833529409757 0.00106949344515955 0.000844688453123587 0.000450890143695759 0.00105535657568066 0.000825374531423608 0.000450643979832049 0.000450643979832049 0.000736070587116434 0.000786123387040352 0.000496847646303593 0.000638218729169358 0.000878677407273121 0.000815480691950573 0 0 0.000617733744181883 0.00080080480853007 0.000833892016111426 0.000950317056193844 0.000822687265507345 0.000773658882817186 0.000748073241896951 0 0.000688686938679088 0.000449213364023058 0 0.00115812820412195 0.000985940702809806 0.00055397956804857 0 0.00122649265437202 0 0.000457301693292172 0.000555564231123924 0.000518323112334298 0.000590905663977993 0 0.000475660520395142 0.000527888267262473 0.000925415567234457 0.000501845597865585 0.000902083525732848 0.00095695813571188 0 0.000603266582824281 0.000675105962152974 0.000403370038960272 0.000961599601992116 0 0.000221097202605099 0.000801688330056657 0.000543284043259567 0.000868466916943106 0.000950955710129458 0.000817364889482806 0.000307720532505357 0.000677692575034786 0.000677692575034786 0.000677692575034786 0.000129107855535824 0.000591564421685884 0.000625746799825752 0.0011140556720412 0 0.00127369709703626 0.000331231764202395 0.000897856660325275 0.000753587543876174 0.000908618640842873 0.000387135179658734 0.000633272075762333 0 0.000770289655238233 0 0.000506813071874152 0.000327551411266813 0.000784380319663322 0.000897856660325275 0.000196585453830596 0.000338198397866308 0.00146873586546685 0.00146873586546685 0.000657843838527491 0.000318826328611398 0.000692958911201094 0.00111506863409979 0.000150023547145105 0 0.000167656646525194 0.000617374387728025 0.000449254112695412 0.000721361183050894 0.000198516006828372 0.000509587329542147 0.000855740119464413 0.0011706375681581 0 0.00074812346500819 0.000325891777216175 0.00063529875636305 0.000455283814888235 0.00034532948474049 0.000751179623799883 0.00073760534647239 0.00101718840815125 0.00133998304609151 0 0.000871114681933786 0.000661225278818988 0.000586173196633237 0.000542847351664693 0.00078413194084139 0.00035410963380196 0.00128933573873384 0.00054223716150852 0.00117376769121645 0 0.000787102892862581 0.000677692575034786
"technologi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00422122378701293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00385371074117857 0 0 0 0
"technologymix" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004434207071736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"technologyneutr" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00396592390792719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"technologyplatform" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00372799657109267 0.00372799657109267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tecnocolor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00218912326287928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tecnológica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00315373919661929 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00727477108664612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ted" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00343652390315049 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0146104189187872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"teil" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00426232213308277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00206897629177778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0153193645801694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00137989272281759 0.00158577448050316 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"teilnehmeranschlussleitung" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262000926171832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00343652390315049 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"teixeta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"telco" 0 0 0 0 0 0 0 0 0.00640713783778007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00324240506518558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tele" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00342359126826233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"telecom" 0 0.00315026192482302 0.0230681559168177 0.00335242826641603 0.00256404449254121 0.0050583577186656 0.00092546394351526 0.000677322176182996 0 0 0 0.0025256173521883 0 0.000639183578949599 0.0390609609262992 0.00102723317441728 0 0.00128293928650399 0 0 0 0 0 0 0 0 0 0 0.00123693042933281 0 0 0 0 0.00284126593668527 0 0 0 0.000538927019991759 0.00166841778840239 0 0 0 0 0 0 0 0.00239139883004343 0 0 0.00178196634131403 0.00165380278702865 0 0 0 0.00101502497030706 0 0 0.00469242502988173 0 0.00168566646854565 0 0 0 0 0.00106758876341225 0 0 0 0.000888335375201869 0 0 0 0 0 0 0 0.000356854182756183 0 0.00323828833059789 0 0.00161726701761278 0 0.00183514575975366 0 0 0 0.00465856914943526 0 0 0.00236096856849395 0 0 0.000414405989494587 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00130852319250917 0 0 0.000976346827725952 0 0 0 0 0 0.000498346519181043 0.000685869645327944 0.00319136854543163 0.00319136854543163 0.0008338210704475 0.00017960636115888 0.000439164819425214 0 0.00152124607509124 0 0 0 0 0 0 0 0 0 0 0 0.000826139623460421 0 0 0 0 0 0 0 0 0 0.00111747608880534 0.00148595619099633 0 0 0 0 0 0 0 0.000319250466808931 0
"télécom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"telecomcontrolcommiss" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00218060527352956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"telecommun" 0 0.000334400878920448 0.00157415719208854 0.000177930436509696 0.00122478206117825 0 0.0020630015007084 0.00107846809138241 0.00174665657858142 0.00114460260760747 0 0.00229795494345655 0 0.000203548361082012 0.00155487305225806 0.00261698373973024 0 0 0 0.000544823562349246 0.000963164757497682 0.00122618441647945 0.00315239523991841 0.000896166372169653 0.0010097054234463 0.000803314628967828 0.00133033393135744 0.00285688230686789 0.00118170351971612 0 0 0.000298098487054345 0.000503221763168393 0 0.00137297283941376 0.00135265056529574 0.000476162318629534 0.000772297222170242 0.00053130855925221 0.000545517384141476 0 0.000227190414159159 0.000799566077269425 0 0 0.000950739411063047 0.000761542268261501 0.000802186378084446 0 0 0 0 0.000661060996754775 0 0.00032323525817551 0.000299191566891632 0.000383584084080675 0.00132827139813052 0 0.000268400705449307 0 0 0.00217583505217572 0 0 0 0.00255551096732047 0 0.000565781774339897 0 0.00232048890605998 0.00179397471910837 0.000418429817726099 0.0019080958837287 0 0.00241364721980691 0.00181824656170673 0.000199217544888778 0.00294638483980462 0.000224070891014565 0.000686692757674933 0 0.00136360740394709 0 0.00065126191698532 0.000182653246305125 0 0.00142789175299031 0.00217998740914552 0.00125308622465144 0.000467395009162132 0 0.00197951721763907 0.000198732324702897 0.00131300391079569 0.00131300391079569 0.00131300391079569 0.00333522161282409 0 0.00269413538300059 0.00110689283177544 0 0.000894108799618231 0.000356527279148643 0.00115970903796168 0.000347630372000076 0 0.000416699927915461 0.00031460022098382 0 0.00155459091234656 0.00475963917663438 0 0 0.000844281893859757 0 0 0 0.00169382177104426 0.00169382177104426 0.000531061553878313 0 0 0.000900168165793736 0.000484441646476782 0 0 0.000747587305230531 0.000207241183307738 0.000465870066228488 0.00128205769067593 0 0 0.000360010527069729 0 0.000690219578484744 0.00236776154342014 0.000341907633161404 0.000551309557139118 0.000223020968838784 0.000161709145299016 0.000476360885067661 0.00054743453788766 0.000196679304819603 0 0.000133948569698904 0.00925238269850422 0.0132496997791976 0.000146075882658856 0.000120573506691181 0 0.000154199973325088 0 0.000145777616435969 0 0.000203330972301932 0.000383584084080675
"telecomunicacion" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0026519830501065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00317632344883549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00598234546560526 0 0 0 0 0 0 0 0 0 0 0 0 0.0120671283535668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"telecomunicación" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00744274981511219 0 0.000944321246824256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"telecomunication" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00705949827409133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"telefon" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00101334226722541 0 0 0.00255871871666113 0 0 0 0 0.00120171644483975 0 0.00678376351114787 0.00142630718858657 0.00139551706515042 0 0 0 0.000491709033022798 0 0 0.00578405099371555 0.00040589831534846 0 0.00161021199825048 0.000489518792341182 0.00617398701576379 0 0.000437313843535995 0 0 0 0 0.00629782056622323 0 0 0 0 0 0 0.000524317599621161 0 0.00179864106187554 0 0.000507841815529554 0.000764766658876795 0.00056141491126741 0.00056141491126741 0.00056141491126741 0 0.00735096781810003 0.00129595482170513 0 0.00450397413445063 0.000688146329872232 0 0 0 0.00376359482467793 0.000534518331131301 0 0.00627982679317688 0 0.0183161614800992 0 0.00407025810668872 0 0 0 0 0 0 0.00102182211883399 0.000220102080674135 0 0 0 0 0 0.000958961334036609 0 0 0 0.000633229437514235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
